 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
43,3,4,42,561,0,14,1,801,34,24,14,14,0,8,419,197,1, 
23,1,20,3,66,0,2,0,38,12,6,2,0,0,12,28,14,0, 
10,2,4,6,66,0,5,0,83,12,29,4,0,0,12,53,25,0, 
2,1,1,1,15,9,5,0,21,6,6,0,0,0,5,11,5,0, 
7,2,0,7,1,0,1,6,29,2,10,1,0,0,1,22,5,0, 
3,2,1,2,6,0,2,0,27,4,9,2,0,0,2,14,8,0, 
5,3,1,4,3,0,0,5,25,3,14,0,0,0,2,11,8,0, 
11,3,0,11,231,0,5,0,272,22,21,5,7,0,15,106,50,0, 
8,1,1,7,6,0,1,0,78,4,6,1,2,0,2,38,25,0, 
19,4,4,15,120,0,5,23,187,16,88,5,0,0,15,93,51,0, 
0,2,0,0,0,0,0,3,3,1,20,0,0,0,1,1,1,0, 
2,1,1,1,1,0,0,0,15,2,7,0,0,0,2,4,2,0, 
1,1,0,1,0,0,0,0,3,1,6,0,0,0,1,2,1,0, 
9,1,1,8,15,0,4,0,161,6,6,4,2,0,4,69,23,2, 
7,1,7,0,1,0,1,0,23,2,0,1,0,0,2,6,8,0, 
36,5,1,35,780,0,9,2,677,40,73,9,21,0,11,342,158,0, 
7,3,2,5,10,2,0,0,41,5,67,0,0,0,5,14,12,0, 
2,1,0,2,15,0,4,0,33,6,0,4,1,0,5,17,9,0, 
56,4,46,10,595,3,13,0,153,35,31,8,0,0,33,83,55,0, 
12,5,0,12,6,0,0,7,36,4,40,0,0,0,1,33,7,1, 
0,1,0,0,10,0,2,0,54,5,0,2,2,0,2,22,9,0, 
11,4,2,9,55,0,3,8,89,11,77,2,0,0,10,60,34,1, 
12,3,0,12,171,0,4,0,238,19,21,4,5,0,14,94,36,0, 
8,2,1,7,1,0,0,0,50,2,11,0,0,0,1,19,11,0, 
2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0, 
3,2,1,2,10,0,2,0,39,5,18,1,0,0,5,18,7,0, 
14,1,11,3,45,4,2,0,36,10,14,2,0,0,6,19,10,0, 
4,1,2,2,21,1,3,0,55,7,0,2,0,0,2,25,10,0, 
9,2,3,6,55,0,1,0,56,11,17,1,5,0,6,29,16,0, 
3,3,1,2,1,0,0,1,21,2,5,0,0,0,1,8,5,0, 
4,2,0,4,6,0,0,0,13,4,13,0,0,0,1,9,4,1, 
5,2,5,0,1,5,0,1,6,2,39,0,0,0,1,2,2,0, 
153,1,146,17,231,0,24,0,168,22,0,15,0,0,22,80,49,4, 
7,1,1,6,6,0,4,0,62,4,0,4,1,0,3,21,6,0, 
7,2,0,7,6,0,0,2,58,4,9,0,1,0,1,29,17,0, 
11,2,4,7,10,4,1,5,65,5,12,0,0,0,1,33,20,0, 
10,4,1,9,171,0,9,0,196,19,32,9,10,0,9,83,32,0, 
6,1,1,5,10,0,3,0,50,5,6,3,2,0,3,25,13,0, 
36,1,34,2,15,0,0,0,18,6,6,0,0,0,6,24,6,0, 
7,3,2,5,36,0,2,7,41,9,54,2,0,0,7,25,13,0, 
3,2,0,3,3,2,0,1,15,3,10,0,0,0,2,10,4,0, 
5,1,4,1,36,2,5,0,66,9,6,2,2,0,3,24,14,0, 
4,1,0,4,3,0,0,0,92,3,6,0,3,0,0,33,19,0, 
2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0, 
5,2,2,3,3,0,1,0,17,3,43,1,0,0,2,6,5,0, 
