 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , 
2,1,2,0,3,0,2,0,11,3,0,1,0,0,3,5,3,0, 
8,2,0,8,15,0,0,4,33,6,17,0,0,0,6,23,11,0, 
6,2,5,1,6,0,0,0,11,4,22,0,0,0,1,5,3,0, 
9,1,0,9,15,0,0,0,55,6,9,0,0,0,6,26,20,0, 
7,3,1,6,6,1,2,4,37,4,43,1,0,0,4,20,8,0, 
1,1,0,1,0,0,0,0,20,1,0,0,0,0,1,7,5,0, 
9,1,5,4,136,0,4,0,106,17,21,1,0,1,17,68,23,0, 
3,2,1,2,15,0,2,0,64,6,32,2,1,0,5,42,11,0, 
0,1,0,0,0,0,128,0,3,1,0,1,0,127,1,2,1,1, 
47,1,15,35,903,0,29,0,822,43,1,25,15,0,20,354,133,4, 
1,2,1,0,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
10,1,1,9,153,0,25,0,345,18,9,19,8,1,10,119,100,0, 
1,3,0,1,15,0,3,0,38,6,52,3,0,0,6,10,11,0, 
3,1,3,0,210,0,11,0,62,21,18,11,0,0,21,21,21,1, 
0,1,0,0,0,0,51,0,3,1,0,1,0,50,1,2,1,2, 
1,2,1,0,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
24,3,3,21,231,0,20,0,322,22,14,17,6,0,11,136,39,1, 
11,1,4,7,91,0,6,0,107,14,0,6,2,0,11,43,28,0, 
8,1,7,1,6,1,3,0,13,4,18,3,0,0,4,6,4,0, 
43,1,34,9,120,0,5,0,96,16,9,5,0,0,16,56,21,1, 
1,1,1,0,6,0,7,0,22,4,0,7,0,0,4,9,5,0, 
10,3,1,9,28,0,5,4,106,8,43,4,4,0,4,60,24,0, 
6,3,1,5,3,0,1,1,41,3,18,1,1,0,2,18,10,0, 
3,2,1,2,6,0,3,0,12,4,22,0,0,0,1,6,3,0, 
3,2,1,3,15,1,5,0,22,6,22,4,0,0,1,10,6,0, 
29,1,18,12,325,0,7,0,273,26,9,0,4,0,17,135,77,3, 
6,2,1,5,3,0,1,0,33,3,11,1,1,0,2,22,13,0, 
0,1,0,0,21,0,3,0,43,7,9,3,0,0,7,10,12,0, 
0,2,0,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
5,1,3,2,15,0,4,0,38,6,9,3,0,1,6,11,7,0, 
8,1,3,5,28,0,2,0,130,8,9,2,1,0,7,48,31,1, 
2,1,1,1,1,0,1,0,45,2,9,1,0,0,2,8,8,0, 
3,2,3,0,21,0,4,0,21,7,31,4,0,0,7,7,7,0, 
1,1,0,1,3,0,0,0,28,3,9,0,0,0,3,10,6,0, 
5,1,2,3,45,0,4,0,130,10,9,4,4,0,6,45,33,0, 
6,1,1,5,6,0,2,0,19,4,0,1,0,0,4,18,4,0, 
101,1,81,20,990,0,12,0,519,45,30,12,8,0,37,321,105,0, 
5,1,1,4,10,0,3,0,74,5,0,2,0,0,5,16,6,2, 
4,1,1,3,3,0,1,0,22,3,0,1,0,0,3,11,7,1, 
1,1,1,0,3,1,1,0,0,3,9,0,0,0,3,3,0,0, 
0,1,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0, 
3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
17,2,3,14,153,0,13,3,132,18,14,10,0,0,18,84,45,1, 
9,1,1,8,6,0,7,0,95,4,9,7,2,0,2,40,22,0, 
0,1,0,0,0,0,6,0,3,1,0,1,0,5,1,2,1,0, 
6,2,2,4,10,0,3,0,27,5,41,0,0,0,5,17,13,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
1,3,0,1,0,0,0,0,3,1,14,0,0,0,0,2,1,0, 
3,2,1,2,21,0,1,1,31,7,17,1,0,0,6,10,9,0, 
38,1,31,10,300,0,10,0,218,25,21,5,3,1,21,124,64,0, 
10,1,1,9,1,0,1,0,21,2,9,1,0,0,2,14,3,0, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
6,3,1,5,6,0,1,0,47,4,24,1,0,0,3,22,13,1, 
1,1,1,0,10,5,3,0,0,5,9,0,0,0,5,5,0,0, 
4,3,1,3,15,0,7,0,57,6,14,7,0,0,6,20,9,0, 
7,5,1,7,15,0,3,5,79,6,53,3,0,0,1,36,23,0, 
52,1,52,0,91,12,1,0,9,14,9,0,0,0,14,14,3,0, 
10,2,1,9,6,0,4,0,126,4,6,4,1,0,3,53,8,0, 
2,2,0,2,3,0,0,0,12,3,12,0,0,0,2,7,2,0, 
0,3,0,0,3,0,0,19,17,3,76,0,0,0,1,3,11,0, 
17,1,1,16,28,0,5,0,108,8,11,5,3,0,5,71,12,0, 
1,1,1,0,10,1,2,0,11,5,9,0,0,0,4,6,4,0, 
1,1,1,0,1,1,0,0,3,2,0,0,0,0,2,2,1,0, 
11,3,1,10,28,0,10,4,199,8,43,10,4,0,4,124,57,1, 
5,2,0,5,3,0,1,1,31,3,19,1,1,0,2,21,4,1, 
6,4,1,5,3,0,2,5,29,3,47,1,0,0,3,13,8,0, 
6,1,1,5,1081,0,18,1,206,47,10,15,2,2,42,145,59,0, 
2,1,0,2,45,0,8,0,67,10,0,8,1,0,9,20,14,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
2,1,0,2,0,0,0,0,27,1,9,0,0,0,1,15,6,0, 
14,1,11,3,91,0,13,7,74,14,31,1,0,0,12,33,20,0, 
2,1,1,2,1,0,2,0,19,2,0,1,0,0,2,12,3,0, 
6,2,0,6,55,0,3,1,75,11,23,2,0,0,11,27,22,0, 
1,1,1,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
2,1,0,2,120,0,8,0,92,16,18,8,0,0,16,40,46,0, 
12,3,1,11,21,0,1,0,114,7,24,0,3,0,3,63,30,0, 
107,1,101,9,561,0,80,0,202,34,9,7,2,0,26,99,60,0, 
1,2,0,1,28,1,4,8,53,8,63,0,1,4,4,22,12,0, 
5,1,1,4,28,0,0,0,50,8,9,0,0,0,8,36,22,0, 
14,1,14,0,78,0,13,0,43,13,14,13,0,0,13,17,14,0, 
5,1,0,5,0,0,1,0,46,1,9,0,0,0,1,22,5,0, 
5,1,1,4,120,0,4,0,89,16,9,4,1,0,15,47,20,0, 
14,2,1,13,3,0,1,0,101,3,6,1,0,0,3,41,3,0, 
4,1,2,2,3,0,2,0,34,3,9,1,0,0,3,13,10,0, 
8,3,1,7,55,0,7,0,192,11,14,7,2,0,8,51,29,0, 
0,1,0,0,1,0,1,0,6,2,0,1,0,0,2,3,1,0, 
0,1,0,0,0,0,23,0,0,0,9,0,0,0,0,0,0,0, 
2,1,1,1,1,0,6,0,14,2,9,0,0,6,2,8,2,0, 
3,1,1,2,253,1,3,0,107,23,9,2,0,0,22,59,35,0, 
12,1,7,9,210,0,15,0,272,21,0,9,7,6,13,91,39,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
3,2,3,0,10,0,3,0,15,5,22,3,0,0,5,5,5,0, 
1,1,1,1,1,0,2,0,13,2,0,1,0,0,2,6,3,0, 
4,1,2,2,91,1,7,0,81,14,18,7,0,0,14,34,39,0, 
4,1,2,2,0,0,0,0,3,1,9,0,0,0,1,3,1,0, 
0,1,0,0,0,0,29,0,3,1,0,1,0,28,1,2,1,0, 
21,1,12,9,66,0,4,0,107,12,13,4,1,0,11,54,22,0, 
4,1,4,0,15,0,4,0,20,6,9,4,0,0,6,6,6,0, 
8,1,8,0,28,0,7,0,29,8,18,7,0,0,8,9,8,0, 
6,1,0,6,45,0,0,0,49,10,9,0,1,0,9,20,16,0, 
18,1,13,6,325,0,11,0,169,26,9,11,0,0,26,82,64,0, 
1,1,1,0,3,0,2,1,17,3,56,2,0,0,3,12,3,0, 
2,1,1,1,1,0,0,0,11,2,9,0,0,0,1,6,3,0, 
9,1,1,8,28,0,6,0,103,8,0,5,2,0,3,47,25,1, 
8,1,0,8,153,0,18,0,335,18,9,18,5,0,13,135,90,0, 
7,2,1,6,21,0,2,0,107,7,17,2,1,0,6,41,12,0, 
40,2,28,14,496,0,11,0,365,32,14,11,0,0,26,126,62,0, 
5,3,1,4,231,0,11,0,126,22,52,11,0,0,22,61,67,0, 
7,3,1,6,3,0,0,16,35,3,48,0,0,0,1,15,7,1, 
8,1,3,5,15,0,3,0,77,6,0,2,1,0,5,13,27,0, 
12,1,9,3,21,0,12,0,59,7,9,4,3,0,4,27,23,0, 
0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0, 
18,1,4,14,15,0,2,0,100,6,0,1,1,0,5,44,13,1, 
8,2,1,7,3,0,1,1,50,3,2,1,0,0,3,21,8,0, 
8,2,3,5,3,1,0,0,30,3,4,0,0,0,1,12,5,0, 
2,1,1,1,3,0,5,0,27,3,9,2,2,0,1,11,6,0, 
4,1,1,3,3,0,2,0,27,3,31,2,1,0,2,16,7,0, 
1,2,0,1,120,0,2,1,51,16,27,2,0,0,16,32,16,0, 
3,3,0,3,1,0,2,7,11,2,39,2,0,0,2,8,3,0, 
8,4,2,6,28,3,4,4,60,8,45,3,0,0,4,31,15,0, 
4,1,2,2,36,0,4,0,35,9,9,4,0,0,9,21,12,0, 
30,2,2,28,378,0,22,0,728,28,2,22,10,0,15,233,79,3, 
2,2,0,2,15,0,0,0,18,6,31,0,0,0,6,9,6,0, 
24,2,1,23,136,0,14,1,431,17,14,13,3,0,7,109,34,3, 
1,1,0,1,0,0,7,0,8,1,9,2,0,0,1,2,1,0, 
5,1,1,4,3,0,2,0,23,3,51,1,0,0,3,15,9,0, 
2,1,1,1,1,0,0,0,4,2,10,0,0,0,2,5,1,0, 
6,1,4,2,45,0,9,0,62,10,18,9,0,0,10,23,20,0, 
7,1,4,6,105,0,6,0,61,15,9,6,1,0,14,30,16,0, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
11,2,0,11,10,0,8,1,98,5,17,4,1,0,3,37,27,0, 
5,1,0,5,0,0,2,0,37,1,9,0,0,0,1,12,7,0, 
12,1,11,1,120,0,7,0,57,16,18,7,0,0,16,18,18,0, 
20,1,5,15,136,0,12,0,377,17,0,11,10,0,4,87,31,3, 
2,1,2,0,1,0,4,0,22,2,26,1,0,0,1,3,6,0, 
7,1,3,4,3,0,1,0,22,3,0,1,0,0,3,12,5,0, 
10,1,2,8,10,0,2,0,42,5,9,1,0,0,5,27,10,0, 
11,1,1,10,6,0,4,0,63,4,0,4,0,0,3,39,12,0, 
3,1,1,2,3,0,1,0,10,3,0,1,0,0,3,7,3,0, 
4,1,2,2,28,0,4,0,33,8,9,4,0,0,8,12,11,0, 
1,1,1,0,1,0,0,0,10,2,0,0,0,0,2,3,2,0, 
6,2,6,0,21,0,5,0,23,7,22,5,0,0,7,8,7,0, 
9,1,6,3,36,0,2,0,65,9,9,2,0,0,9,42,22,0, 
5,1,0,5,6,0,3,0,60,4,0,2,2,0,2,27,14,0, 
5,1,2,3,10,0,2,0,27,5,0,2,0,0,4,11,5,0, 
4,1,0,4,6,0,1,0,95,4,9,1,1,0,3,42,39,0, 
14,1,13,1,28,4,0,0,14,8,9,0,0,0,8,9,5,0, 
3,2,0,3,3,0,7,7,35,3,8,1,1,0,2,13,12,0, 
4,1,0,4,66,0,7,0,197,12,0,7,0,0,5,38,20,0, 
1,1,0,1,0,0,0,0,10,1,0,0,0,0,1,4,3,0, 
12,1,3,9,55,1,11,0,214,11,0,11,5,0,6,70,24,0, 
3,2,3,0,21,0,3,0,18,7,20,3,0,0,7,7,6,0, 
6,1,2,4,36,0,3,0,43,9,17,3,0,0,9,22,12,0, 
15,1,6,10,21,0,3,0,55,7,51,3,2,0,5,26,15,0, 
15,1,2,13,91,0,8,0,101,14,9,5,2,0,12,62,25,0, 
0,2,0,0,0,0,0,0,3,1,4,0,0,0,1,1,1,0, 
12,1,9,3,21,0,0,0,102,7,9,0,3,0,4,44,41,0, 
2,2,2,0,1,0,1,0,3,2,19,1,0,0,1,3,1,0, 
2,1,2,0,1,0,1,0,14,2,0,1,0,0,2,7,3,0, 
15,3,2,14,36,0,4,1,119,9,21,4,1,0,8,67,17,0, 
23,1,11,13,36,0,11,0,117,9,0,9,3,0,6,49,16,0, 
4,1,1,3,3,0,0,0,22,3,9,0,0,0,3,12,7,0, 
2,1,1,1,3,0,2,0,22,3,9,0,0,2,3,5,5,0, 
0,1,0,0,21,1,3,0,15,7,9,0,0,0,7,8,5,0, 
6,3,1,5,6,0,4,4,31,4,43,4,0,0,4,18,9,0, 
13,1,0,13,3,0,8,0,64,3,45,8,2,0,0,42,7,0, 
6,1,4,2,36,0,1,0,59,9,9,1,0,0,9,27,12,0, 
2,5,2,0,3,0,2,1,9,3,60,2,0,0,2,3,3,0, 
0,1,0,0,0,0,30,0,2,1,0,1,1,29,0,1,1,0, 
13,2,2,11,105,0,7,1,104,15,33,7,1,0,13,39,19,0, 
5,1,1,4,6,0,2,0,27,4,0,2,1,0,3,18,5,0, 
7,2,3,5,78,0,2,1,76,13,23,1,0,0,13,29,26,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
23,2,3,20,465,1,13,0,263,31,12,4,1,0,26,164,61,0, 
7,1,4,3,10,5,0,0,44,5,0,0,1,0,1,20,13,0, 
6,1,5,1,10,0,2,0,15,5,9,2,1,0,4,7,5,0, 
7,1,1,6,1,0,1,0,58,2,0,1,0,0,1,40,14,1, 
6,1,1,5,66,0,8,0,199,12,0,7,8,0,4,54,18,3, 
2,1,1,1,1,0,1,0,19,2,9,1,0,0,2,9,5,0, 
1,1,0,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
1,3,1,0,0,1,0,1,3,1,28,0,0,0,1,1,1,0, 
1,2,0,1,6,0,1,0,16,4,19,1,0,0,3,6,4,0, 
0,1,0,0,1,0,1,0,18,2,0,1,0,0,2,6,2,0, 
7,2,2,5,351,2,16,8,388,27,63,16,18,0,3,174,80,0, 
21,1,7,14,6,2,4,0,80,4,9,4,0,0,4,42,5,0, 
3,1,3,0,0,6,0,0,0,1,9,0,0,0,1,1,0,0, 
3,1,1,2,3,0,1,0,28,3,0,1,0,0,3,9,2,0, 
20,4,3,17,561,0,15,0,568,34,22,15,16,0,13,226,86,0, 
2,1,0,2,0,0,1,0,19,1,9,0,0,1,1,12,3,0, 
4,1,1,3,15,0,4,0,23,6,9,0,0,0,5,20,6,0, 
4,1,2,2,3,0,0,0,12,3,9,0,1,0,2,10,4,0, 
4,1,1,3,15,0,2,0,77,6,0,1,2,0,4,32,14,0, 
3,1,1,2,15,0,4,0,120,6,9,4,2,0,4,15,10,2, 
0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0, 
3,1,1,3,1,0,1,0,19,2,0,1,0,0,2,12,4,0, 
3,2,0,3,153,0,9,0,101,18,37,9,0,0,18,42,41,0, 
0,1,0,0,0,0,31,0,3,1,0,1,0,30,1,2,1,1, 
12,1,5,7,6,0,3,0,63,4,29,3,1,0,3,52,21,0, 
4,1,2,2,15,0,2,0,35,6,9,2,0,0,6,15,10,0, 
72,1,61,12,276,1,8,0,191,24,18,6,1,0,19,102,45,0, 
0,1,0,0,0,0,5,0,3,1,0,1,0,4,1,2,1,0, 
2,1,1,1,21,0,2,0,54,7,9,2,4,0,3,18,25,0, 
13,2,0,13,28,0,3,1,128,8,19,3,3,0,4,74,23,2, 
7,2,2,5,190,0,1,1,57,20,27,1,1,0,19,42,19,0, 
9,1,7,2,21,5,2,0,31,7,9,2,0,0,7,11,8,0, 
2,1,1,1,45,0,1,0,36,10,9,1,0,0,10,17,12,0, 
3,2,2,1,3,0,1,0,9,3,10,1,0,0,3,4,3,0, 
5,2,0,5,561,0,7,0,217,34,29,7,5,0,25,108,72,0, 
2,1,1,1,36,0,5,0,68,9,0,4,2,0,7,21,9,0, 
20,1,8,12,45,0,3,0,76,10,12,3,2,0,8,50,14,0, 
11,2,0,11,15,0,3,4,133,6,12,3,3,0,1,44,8,0, 
8,1,3,5,78,3,9,0,115,13,9,1,0,0,11,55,29,0, 
2,2,0,2,3,0,2,1,13,3,15,2,0,0,1,6,4,0, 
3,1,1,2,36,0,6,0,42,9,9,6,0,0,9,20,10,1, 
37,3,11,26,153,0,2,6,134,18,57,2,0,0,14,53,27,0, 
28,1,18,10,1378,3,2,0,299,53,31,2,9,0,44,249,91,2, 
12,3,2,10,136,0,5,0,184,17,14,5,4,0,8,75,30,0, 
2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
1,1,1,0,3,0,4,0,15,3,9,0,0,4,3,3,6,0, 
0,1,0,0,6,0,1,0,12,4,9,1,0,0,4,7,4,0, 
8,2,8,0,55,0,5,0,30,11,20,5,0,0,11,11,10,0, 
13,1,0,13,10,0,0,0,92,5,9,0,4,0,1,55,18,0, 
5,1,3,2,15,0,1,0,38,6,9,1,0,0,6,20,16,3, 
18,2,1,18,28,0,1,0,110,8,42,1,0,0,8,106,29,1, 
3,1,0,3,6,0,9,0,34,4,9,4,3,0,1,19,7,0, 
6,1,0,6,10,0,1,0,62,5,18,1,3,0,2,22,17,0, 
10,2,3,7,66,1,3,1,68,12,5,3,2,0,8,34,18,0, 
3,1,2,1,1,0,2,0,9,2,9,2,1,0,1,3,2,1, 
9,1,9,0,253,13,0,0,87,23,31,0,0,0,23,23,22,0, 
60,1,18,42,666,0,39,0,1550,37,9,34,12,0,20,902,353,2, 
6,1,6,0,28,1,0,0,3,8,19,0,0,0,8,8,1,0, 
11,1,3,8,78,0,6,0,58,13,9,6,0,0,13,32,15,0, 
4,2,2,3,3,0,2,0,19,3,11,2,0,0,3,9,7,0, 
5,1,3,2,36,0,5,0,124,9,0,4,5,0,2,38,14,0, 
20,1,16,4,105,15,5,0,73,15,51,4,0,0,8,35,24,0, 
1,1,1,0,1,2,4,0,0,2,9,0,0,4,2,2,0,0, 
6,1,3,3,10,0,1,0,115,5,0,1,0,0,5,30,7,0, 
32,3,28,4,120,2,7,0,71,16,59,4,0,0,16,34,24,0, 
35,2,35,0,36,40,3,4,39,9,30,0,0,0,9,15,15,0, 
15,1,0,15,10,0,0,0,87,5,9,0,2,0,3,63,15,0, 
0,1,0,0,0,0,24,0,3,1,0,1,0,23,1,2,1,0, 
0,1,0,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
13,1,13,0,15,2,1,0,12,6,9,1,0,0,6,7,4,0, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
6,2,1,5,10,0,3,1,105,5,17,3,0,0,3,27,7,1, 
19,1,3,16,210,0,19,0,484,21,0,19,14,0,7,166,39,0, 
1,1,0,1,10,0,1,0,15,5,9,1,0,0,5,9,5,0, 
10,1,1,9,28,0,5,0,196,8,0,5,2,0,6,44,21,1, 
6,1,6,0,3,0,2,0,9,3,9,2,0,0,3,3,3,0, 
33,2,14,20,91,0,9,3,248,14,17,9,6,0,8,164,38,0, 
9,1,2,7,55,0,5,0,119,11,9,3,1,0,8,70,20,0, 
0,1,0,0,6,0,1,0,13,4,0,1,0,0,4,6,4,0, 
2,2,2,0,3,0,1,0,6,3,20,1,0,0,3,3,2,0, 
8,1,8,0,6,0,1,0,14,4,0,0,0,0,4,6,4,0, 
0,3,0,0,0,0,0,8,3,1,29,0,0,0,1,1,1,0, 
17,1,4,13,253,0,8,0,121,23,9,8,0,0,23,52,25,0, 
16,1,2,14,6,0,1,0,50,4,9,1,1,0,3,27,5,0, 
3,2,1,2,1,0,0,1,9,2,11,0,0,0,2,5,2,0, 
10,1,1,9,3,0,5,0,115,3,9,2,0,0,3,28,8,0, 
9,1,9,0,171,0,13,0,62,19,9,8,0,0,19,31,19,0, 
13,1,12,1,66,0,0,0,36,12,9,0,0,0,12,36,12,0, 
11,3,1,10,36,0,4,16,122,9,49,4,0,0,7,36,11,2, 
2,1,1,1,1,0,0,0,100,2,9,0,0,0,2,8,15,0, 
3,2,1,2,45,0,4,1,34,10,28,3,0,0,9,21,10,0, 
8,1,7,1,6,0,0,0,109,4,9,0,0,0,4,7,26,0, 
2,2,1,1,6,0,1,0,23,4,22,1,0,0,1,10,5,0, 
5,1,0,5,3,0,1,0,78,3,9,0,0,1,3,46,5,0, 
2,1,1,1,1,0,1,0,44,2,9,1,0,0,2,7,5,0, 
4,1,4,0,6,0,11,0,21,4,9,0,0,11,4,6,4,0, 
3,1,3,0,3,0,2,1,11,3,12,2,0,0,3,3,3,0, 
5,1,4,1,36,0,5,0,95,9,0,5,1,0,6,31,14,0, 
4,2,2,2,3,0,1,0,9,3,10,1,0,0,3,5,3,0, 
18,2,3,17,55,5,3,1,134,11,12,3,2,0,5,67,18,1, 
4,3,3,1,1,3,0,4,16,2,43,0,0,0,1,7,4,0, 
19,3,2,17,325,0,26,5,398,26,26,25,4,0,22,180,75,0, 
39,1,20,19,496,0,18,0,233,32,9,17,1,0,31,160,62,0, 
14,1,9,5,21,0,1,0,54,7,9,0,0,1,7,24,19,0, 
19,3,12,7,78,1,3,0,93,13,50,3,0,0,13,54,33,0, 
1,1,1,0,45,0,6,0,33,10,9,6,1,0,9,15,11,0, 
6,1,2,4,6,0,4,0,106,4,0,4,0,0,4,16,6,1, 
13,1,1,12,325,0,20,0,461,26,0,13,10,0,11,134,86,0, 
0,1,0,0,0,0,3,0,3,1,0,1,0,2,1,2,1,0, 
7,2,1,6,1,0,1,0,29,2,11,1,0,0,2,14,9,0, 
10,1,3,7,10,0,16,0,208,5,9,0,3,16,2,128,48,0, 
8,2,2,6,45,0,4,2,80,10,14,4,0,0,10,39,23,0, 
49,1,13,40,7021,2,93,0,3026,119,0,80,24,0,41,727,354,0, 
3,1,2,1,253,0,12,0,81,23,18,11,0,0,23,29,28,0, 
4,1,2,2,21,0,3,0,88,7,0,3,2,0,3,32,23,0, 
7,1,3,4,1,0,1,0,15,2,9,1,1,0,1,13,3,0, 
6,1,2,4,1,0,0,0,9,2,9,0,0,0,2,10,3,0, 
4,3,4,0,6,0,2,0,14,4,50,2,0,0,4,4,4,0, 
11,3,1,10,6,0,5,4,45,4,43,4,0,0,4,28,12,0, 
10,1,7,3,78,0,7,0,151,13,9,7,0,0,13,92,49,0, 
2,1,0,2,0,0,1,0,35,1,9,0,0,1,1,13,3,0, 
3,1,0,3,45,0,3,0,99,10,0,0,0,0,5,34,13,0, 
0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0, 
28,1,5,23,28,0,10,0,213,8,9,8,4,0,4,125,33,0, 
2,1,0,2,3,0,3,0,38,3,9,2,0,0,3,9,7,0, 
2,3,0,2,6,0,0,8,24,4,72,0,0,0,1,12,13,0, 
2,1,0,2,1,0,1,0,20,2,18,1,0,0,2,6,8,0, 
2,2,1,1,6,0,0,0,9,4,22,0,0,0,1,5,3,0, 
3,1,0,3,0,0,4,0,40,1,0,4,0,0,1,5,3,0, 
3,2,1,2,3,0,4,1,109,3,17,0,0,0,2,29,40,0, 
15,2,4,11,91,0,8,1,241,14,19,8,9,0,2,71,24,1, 
5,1,1,4,3,1,1,0,29,3,9,1,0,0,2,19,5,0, 
15,1,9,6,1,0,0,0,31,2,9,0,1,0,1,13,6,0, 
30,2,3,28,120,0,6,0,399,16,17,4,2,0,14,304,77,2, 
9,1,5,5,21,0,3,0,72,7,9,0,0,0,7,30,10,0, 
1,1,1,0,10,0,2,0,54,5,9,2,1,0,4,20,10,0, 
6,2,0,6,10,0,1,0,21,5,6,1,1,0,4,15,6,0, 
0,1,0,0,0,0,2,0,3,1,0,1,0,1,1,2,1,0, 
4,1,1,3,1,0,0,0,16,2,31,0,0,0,2,7,3,0, 
6,2,0,6,1,0,0,1,31,2,13,0,0,0,2,18,6,0, 
3,1,3,0,36,0,2,0,121,9,9,2,1,0,5,23,18,0, 
7,1,1,7,120,0,11,0,452,16,9,10,8,0,6,159,84,0, 
16,1,4,12,21,0,2,0,61,7,0,2,0,0,7,38,16,0, 
1,1,1,0,10,0,0,0,27,5,0,0,0,0,5,7,8,0, 
5,1,2,3,6,0,2,0,31,4,0,2,0,0,4,17,9,0, 
4,2,2,2,21,1,1,0,21,7,15,1,0,0,7,10,7,0, 
10,3,1,9,6,0,5,4,50,4,43,4,0,0,4,27,10,0, 
3,1,2,1,45,0,7,0,34,10,19,7,0,0,10,11,10,0, 
2,4,0,2,28,0,4,0,46,8,71,4,0,0,8,15,15,0, 
0,1,0,0,0,0,13,0,3,1,0,1,0,12,1,2,1,0, 
10,2,0,10,21,0,7,1,157,7,19,7,4,0,3,59,11,2, 
1,1,1,0,55,0,9,0,329,11,0,9,8,0,3,37,11,0, 
6,2,0,6,45,0,5,0,65,10,33,5,0,0,10,29,28,0, 
12,1,9,3,15,0,4,0,45,6,9,4,0,0,6,15,13,0, 
1,2,1,0,0,0,1,0,3,1,26,1,0,0,1,1,1,0, 
3,3,0,3,1,0,0,8,13,2,29,0,0,0,2,8,3,0, 
6,1,6,0,66,0,6,0,40,12,18,6,0,0,12,12,12,0, 
8,2,0,8,10,0,0,4,40,5,17,0,0,0,5,23,12,0, 
1,1,1,0,1,0,2,0,11,2,0,2,0,0,2,5,3,2, 
4,1,2,2,0,0,0,0,22,1,9,0,0,0,0,10,6,0, 
0,1,0,0,0,0,37,0,2,1,0,1,1,36,0,1,1,1, 
0,1,0,0,10,0,2,0,71,5,0,2,1,0,2,13,5,0, 
2,1,1,1,0,0,2,0,75,1,9,2,0,0,1,8,1,1, 
3,2,0,3,1,0,3,3,17,2,8,1,0,0,0,11,5,0, 
1,1,0,1,36,0,5,0,36,9,0,5,0,0,8,17,11,0, 
6,3,1,5,6,0,1,4,42,4,43,1,0,0,4,18,10,0, 
7,1,1,6,15,0,2,0,79,6,0,1,3,0,3,41,17,0, 
4,1,2,2,21,0,7,0,105,7,32,7,0,0,7,15,23,0, 
8,3,1,7,703,0,15,4,197,38,46,15,3,0,34,104,50,0, 
0,1,0,0,0,0,27,0,2,1,0,1,1,26,0,1,1,1, 
0,1,0,0,0,0,9,0,3,1,0,1,0,8,1,2,1,0, 
7,2,0,7,55,0,2,1,226,11,23,1,0,0,11,80,45,0, 
3,1,3,0,3,3,1,0,9,3,0,1,0,0,3,3,3,0, 
1,1,0,1,0,0,0,0,6,1,0,0,0,0,0,4,1,1, 
2,1,1,1,105,0,5,1,122,15,113,4,6,0,9,68,26,0, 
0,1,0,0,6,0,2,0,13,4,0,1,0,0,4,6,4,0, 
6,3,4,2,45,4,5,0,60,10,52,5,0,0,10,23,25,0, 
3,2,2,1,21,0,2,1,21,7,28,2,0,0,7,12,7,0, 
10,3,1,10,6,0,3,4,40,4,43,2,1,0,3,28,8,0, 
5,1,0,5,1,0,1,0,56,2,9,1,1,0,1,21,11,0, 
0,1,0,0,0,0,39,0,3,1,0,1,0,38,1,2,1,1, 
12,2,3,9,78,0,3,0,99,13,17,3,0,0,13,47,22,0, 
17,3,1,16,66,0,10,0,324,12,14,10,3,0,6,83,21,1, 
11,2,0,11,10,0,6,3,48,5,14,6,0,0,5,30,10,0, 
3,1,1,2,3,0,9,0,35,3,0,9,0,0,3,12,4,0, 
0,1,0,0,0,0,86,0,3,1,0,1,0,85,1,2,1,0, 
1,1,1,0,1,0,1,7,7,2,31,1,0,0,2,2,2,0, 
1,2,1,0,6,0,1,0,19,4,6,1,0,0,4,8,5,0, 
2,1,2,0,15,1,2,0,15,6,9,2,0,0,6,6,5,0, 
2,4,0,2,28,0,4,0,49,8,71,4,0,0,8,17,18,0, 
